pre_state,action,reward,state
2.23227 0.715892 -3.0354 0.400842,1.07621 1.41393 1.427 1.06001,-104.474,2.23198 0.71583 -3.05081 0.400969
2.23198 0.71583 -3.05081 0.400969,1.0531 1.41718 1.40757 1.07525,-104.448,2.23168 0.715769 -3.06613 0.401001
2.23168 0.715769 -3.06613 0.401001,1.0437 1.43069 1.39579 1.03544,-104.422,2.23139 0.715709 -3.08078 0.400865
2.23139 0.715709 -3.08078 0.400865,1.05097 1.40334 1.40711 1.05313,-104.398,2.23108 0.71565 -3.09528 0.400773
2.23108 0.71565 -3.09528 0.400773,1.03707 1.39319 1.40311 1.06245,-104.373,2.23078 0.715592 -3.10997 0.400623
2.23078 0.715592 -3.10997 0.400623,1.03803 1.39234 1.43766 1.05302,-104.349,2.23047 0.715535 -3.12509 0.400573
2.23047 0.715535 -3.12509 0.400573,1.00987 1.37981 1.43405 1.05164,-104.326,2.23016 0.715479 -3.14101 0.40037
2.23016 0.715479 -3.14101 0.40037,1.01379 1.39005 1.42948 1.0623,-104.303,2.22984 0.715425 3.12557 0.400254
2.22984 0.715425 3.12557 0.400254,1.01994 1.42057 1.3913 1.06625,-104.281,2.22952 0.715372 3.10903 0.400156
2.22952 0.715372 3.10903 0.400156,0.99709 1.44715 1.38973 1.07669,-104.259,2.2292 0.715321 3.09252 0.40011
2.2292 0.715321 3.09252 0.40011,0.955431 1.47459 1.39798 1.10467,-104.238,2.22887 0.71527 3.07549 0.400145
2.22887 0.71527 3.07549 0.400145,0.951537 1.44645 1.41871 1.11229,-104.218,2.22854 0.715221 3.05733 0.400164
2.22854 0.715221 3.05733 0.400164,0.930674 1.45421 1.41829 1.13012,-104.198,2.22821 0.715174 3.03776 0.400196
2.22821 0.715174 3.03776 0.400196,0.93809 1.46049 1.41549 1.10459,-104.178,2.22788 0.715128 3.01726 0.400174
2.22788 0.715128 3.01726 0.400174,0.932477 1.45665 1.41745 1.11383,-104.16,2.22754 0.715083 2.99565 0.400161
2.22754 0.715083 2.99565 0.400161,0.939437 1.48063 1.41171 1.09279,-104.142,2.22719 0.71504 2.97359 0.400163
2.22719 0.71504 2.97359 0.400163,0.956361 1.51402 1.36439 1.06013,-104.124,2.22684 0.714999 2.95246 0.400062
2.22684 0.714999 2.95246 0.400062,0.96785 1.57087 1.37279 1.04122,-104.108,2.22649 0.71496 2.93306 0.40017
2.22649 0.71496 2.93306 0.40017,0.976366 1.56941 1.37098 1.05983,-104.092,2.22614 0.714922 2.91523 0.400352
2.22614 0.714922 2.91523 0.400352,1.00704 1.57736 1.3818 1.02498,-104.076,2.22579 0.714885 2.89956 0.400569
2.22579 0.714885 2.89956 0.400569,1.03323 1.59151 1.37486 0.987332,-104.061,2.22543 0.714849 2.88689 0.400752
2.22543 0.714849 2.88689 0.400752,1.0138 1.55873 1.36743 1.00792,-104.047,2.22507 0.714813 2.87645 0.400785
2.22507 0.714813 2.87645 0.400785,0.983409 1.53821 1.36485 1.00455,-104.032,2.22471 0.714779 2.86771 0.400617
2.22471 0.714779 2.86771 0.400617,0.998312 1.55762 1.32947 1.01322,-104.018,2.22435 0.714745 2.8613 0.40049
2.22435 0.714745 2.8613 0.40049,1.03081 1.53794 1.3035 1.01939,-104.004,2.22399 0.714711 2.85751 0.40035
2.22399 0.714711 2.85751 0.40035,1.04684 1.53713 1.29439 0.993973,-103.99,2.22363 0.714677 2.85685 0.400155
2.22363 0.714677 2.85685 0.400155,1.02455 1.50007 1.26268 0.98943,-103.975,2.22327 0.714643 2.85907 0.399645
2.22327 0.714643 2.85907 0.399645,1.01565 1.4849 1.27758 0.966805,-103.961,2.22292 0.714608 2.86399 0.399068
2.22292 0.714608 2.86399 0.399068,0.992209 1.50375 1.25488 0.964251,-103.946,2.22256 0.714573 2.8718 0.398437
2.22256 0.714573 2.8718 0.398437,1.01948 1.53217 1.24084 0.956333,-103.931,2.22221 0.714536 2.88329 0.397977
2.22221 0.714536 2.88329 0.397977,1.00037 1.52294 1.26437 0.996354,-103.915,2.22186 0.714498 2.89743 0.397677
2.22186 0.714498 2.89743 0.397677,0.999844 1.52594 1.26515 1.033,-103.898,2.22151 0.714458 2.91378 0.397542
2.22151 0.714458 2.91378 0.397542,0.993924 1.52226 1.251 1.06813,-103.881,2.22116 0.714417 2.93196 0.397457
2.22116 0.714417 2.93196 0.397457,1.00263 1.52602 1.25069 1.05336,-103.863,2.22082 0.714374 2.9522 0.397371
2.22082 0.714374 2.9522 0.397371,1.01009 1.52149 1.22749 1.05349,-103.844,2.22049 0.714328 2.9747 0.397222
2.22049 0.714328 2.9747 0.397222,1.02219 1.53742 1.23236 1.059,-103.824,2.22016 0.71428 2.99956 0.397219
2.22016 0.71428 2.99956 0.397219,1.02897 1.5355 1.23968 1.02324,-103.803,2.21983 0.71423 3.02702 0.397134
2.21983 0.71423 3.02702 0.397134,1.02892 1.53468 1.23248 0.988617,-103.781,2.21951 0.714177 3.0574 0.396908
2.21951 0.714177 3.0574 0.396908,1.04159 1.5393 1.24164 1.01346,-103.758,2.2192 0.714122 3.09035 0.39688
2.2192 0.714122 3.09035 0.39688,1.04689 1.53712 1.2355 0.976536,-103.733,2.2189 0.714063 3.12621 0.396715
2.2189 0.714063 3.12621 0.396715,1.04422 1.52868 1.23857 0.988138,-103.708,2.21861 0.714002 -3.11866 0.396577
2.21861 0.714002 -3.11866 0.396577,1.04427 1.53871 1.2567 0.980733,-103.681,2.21833 0.713938 -3.07807 0.396522
2.21833 0.713938 -3.07807 0.396522,1.04646 1.54153 1.20361 0.983719,-103.653,2.21806 0.71387 -3.03478 0.396316
2.21806 0.71387 -3.03478 0.396316,1.05688 1.54847 1.2098 0.968058,-103.624,2.2178 0.713799 -2.98874 0.396154
2.2178 0.713799 -2.98874 0.396154,0.995498 1.5245 1.21998 0.950491,-103.593,2.21756 0.713726 -2.94097 0.395685
2.21756 0.713726 -2.94097 0.395685,0.980616 1.50558 1.24042 0.994819,-103.561,2.21733 0.713649 -2.89269 0.395362
2.21733 0.713649 -2.89269 0.395362,0.987645 1.50801 1.2347 0.980258,-103.528,2.21712 0.71357 -2.84361 0.39503
2.21712 0.71357 -2.84361 0.39503,1.01993 1.49235 1.2722 1.0082,-103.494,2.21693 0.713488 -2.79433 0.39501
2.21693 0.713488 -2.79433 0.39501,1.00161 1.50937 1.29346 1.00011,-103.459,2.21675 0.713403 -2.74502 0.395032
2.21675 0.713403 -2.74502 0.395032,0.979536 1.49092 1.29388 0.95325,-103.423,2.21659 0.713317 -2.69562 0.394752
2.21659 0.713317 -2.69562 0.394752,0.987105 1.45975 1.29367 0.953653,-103.386,2.21645 0.713228 -2.64638 0.394413
2.21645 0.713228 -2.64638 0.394413,0.99726 1.44524 1.29895 0.969062,-103.349,2.21632 0.713138 -2.59755 0.39416
2.21632 0.713138 -2.59755 0.39416,0.988783 1.40688 1.32827 0.980446,-103.311,2.21622 0.713047 -2.55003 0.393907
2.21622 0.713047 -2.55003 0.393907,0.9957 1.41403 1.2922 0.980835,-103.273,2.21613 0.712954 -2.50317 0.3936
2.21613 0.712954 -2.50317 0.3936,0.970237 1.41667 1.28828 0.977657,-103.234,2.21606 0.71286 -2.45708 0.393215
2.21606 0.71286 -2.45708 0.393215,0.964042 1.40388 1.29187 0.971165,-103.195,2.216 0.712766 -2.41185 0.392787
2.216 0.712766 -2.41185 0.392787,0.95731 1.42197 1.28007 0.990192,-103.156,2.21596 0.712671 -2.36738 0.392459
2.21596 0.712671 -2.36738 0.392459,0.981599 1.39125 1.28764 0.98193,-103.117,2.21595 0.712576 -2.32366 0.392134
2.21595 0.712576 -2.32366 0.392134,0.975617 1.40978 1.29618 0.99433,-103.078,2.21594 0.712481 -2.28072 0.391952
2.21594 0.712481 -2.28072 0.391952,0.976605 1.38728 1.29248 0.980357,-103.038,2.21596 0.712386 -2.23853 0.391649
2.21596 0.712386 -2.23853 0.391649,0.985603 1.37397 1.29728 0.974534,-102.999,2.21598 0.712291 -2.19708 0.391353
2.21598 0.712291 -2.19708 0.391353,0.980875 1.35977 1.24674 0.981523,-102.96,2.21603 0.712197 -2.15604 0.390865
2.21603 0.712197 -2.15604 0.390865,0.970221 1.38598 1.23313 0.978213,-102.922,2.21609 0.712103 -2.11503 0.390414
2.21609 0.712103 -2.11503 0.390414,0.94169 1.36237 1.19689 0.975989,-102.884,2.21617 0.71201 -2.07421 0.389685
2.21617 0.71201 -2.07421 0.389685,0.923165 1.35772 1.14804 0.993479,-102.846,2.21626 0.711918 -2.03347 0.388828
2.21626 0.711918 -2.03347 0.388828,0.923618 1.36091 1.14246 0.978662,-102.809,2.21637 0.711827 -1.99255 0.387984
2.21637 0.711827 -1.99255 0.387984,0.974399 1.32188 1.14764 0.971786,-102.772,2.21649 0.711738 -1.95133 0.387245
2.21649 0.711738 -1.95133 0.387245,0.949735 1.33351 1.13285 0.930068,-102.736,2.21663 0.71165 -1.90936 0.386326
2.21663 0.71165 -1.90936 0.386326,0.976702 1.33335 1.14634 0.924388,-102.701,2.21678 0.711564 -1.8665 0.385603
2.21678 0.711564 -1.8665 0.385603,0.995683 1.34056 1.13481 0.936338,-102.666,2.21695 0.71148 -1.82257 0.385032
2.21695 0.71148 -1.82257 0.385032,1.00321 1.34537 1.14939 0.92774,-102.633,2.21714 0.711398 -1.77756 0.384571
2.21714 0.711398 -1.77756 0.384571,0.989803 1.36786 1.12574 0.972219,-102.6,2.21734 0.711318 -1.7317 0.384251
2.21734 0.711318 -1.7317 0.384251,1.02163 1.36026 1.10176 0.958318,-102.568,2.21755 0.711241 -1.68441 0.38391
2.21755 0.711241 -1.68441 0.38391,1.03863 1.36297 1.13847 0.951093,-102.538,2.21778 0.711167 -1.6359 0.383768
2.21778 0.711167 -1.6359 0.383768,1.03124 1.39168 1.134 0.957491,-102.509,2.21803 0.711095 -1.58609 0.383718
2.21803 0.711095 -1.58609 0.383718,1.02213 1.38183 1.13556 0.955921,-102.481,2.21829 0.711027 -1.53529 0.383607
2.21829 0.711027 -1.53529 0.383607,1.00043 1.34215 1.12592 0.965497,-102.455,2.21856 0.710963 -1.48425 0.383291
2.21856 0.710963 -1.48425 0.383291,1.01308 1.37428 1.14439 0.93882,-102.43,2.21885 0.710902 -1.43242 0.383128
2.21885 0.710902 -1.43242 0.383128,1.01999 1.38132 1.15331 0.942628,-102.407,2.21915 0.710845 -1.37987 0.383071
2.21915 0.710845 -1.37987 0.383071,1.00397 1.34295 1.13446 0.928741,-102.385,2.21946 0.710792 -1.3269 0.382717
2.21946 0.710792 -1.3269 0.382717,0.99894 1.36441 1.12711 0.952147,-102.365,2.21978 0.710744 -1.27355 0.382504
2.21978 0.710744 -1.27355 0.382504,0.965918 1.35234 1.1147 0.940996,-102.348,2.22011 0.710701 -1.22007 0.38207
2.22011 0.710701 -1.22007 0.38207,0.997591 1.28737 1.1037 0.962855,-102.332,2.22045 0.710662 -1.16695 0.381594
2.22045 0.710662 -1.16695 0.381594,1.00752 1.29869 1.0948 0.970724,-102.318,2.2208 0.710627 -1.11392 0.381227
2.2208 0.710627 -1.11392 0.381227,1.00949 1.31857 1.04357 0.968778,-102.306,2.22115 0.710598 -1.06018 0.380781
2.22115 0.710598 -1.06018 0.380781,0.990154 1.29742 1.05395 0.984143,-102.296,2.22151 0.710574 -1.00649 0.38032
2.22151 0.710574 -1.00649 0.38032,1.0073 1.28641 1.06999 0.985093,-102.288,2.22188 0.710554 -0.952973 0.379977
2.22188 0.710554 -0.952973 0.379977,0.99456 1.2538 1.0852 1.00104,-102.282,2.22225 0.71054 -0.900407 0.379612
2.22225 0.71054 -0.900407 0.379612,0.989508 1.23897 1.0773 1.0231,-102.279,2.22262 0.710531 -0.849062 0.379257
2.22262 0.710531 -0.849062 0.379257,0.974279 1.2493 1.05525 1.04655,-102.277,2.22299 0.710527 -0.798885 0.378919
2.22299 0.710527 -0.798885 0.378919,0.938984 1.27604 1.05801 1.04074,-102.277,2.22336 0.710527 -0.749825 0.378568
2.22336 0.710527 -0.749825 0.378568,0.953229 1.25402 1.03929 1.0406,-102.279,2.22373 0.710533 -0.701661 0.378153
2.22373 0.710533 -0.701661 0.378153,0.947868 1.28859 1.05987 1.05998,-102.283,2.2241 0.710543 -0.654426 0.378011
2.2241 0.710543 -0.654426 0.378011,0.937125 1.23656 1.02058 1.05843,-102.289,2.22447 0.710557 -0.608268 0.377521
2.22447 0.710557 -0.608268 0.377521,0.948037 1.24819 1.01648 1.03613,-102.297,2.22483 0.710576 -0.562578 0.377057
2.22483 0.710576 -0.562578 0.377057,0.963049 1.25109 1.01021 1.06363,-102.306,2.22519 0.710599 -0.517351 0.376767
2.22519 0.710599 -0.517351 0.376767,0.955321 1.28385 1.01543 1.04055,-102.318,2.22555 0.710627 -0.472095 0.376524
2.22555 0.710627 -0.472095 0.376524,0.949093 1.33205 1.01493 1.05828,-102.331,2.2259 0.710659 -0.426552 0.376507
2.2259 0.710659 -0.426552 0.376507,0.932594 1.33835 1.00032 1.06438,-102.345,2.22624 0.710695 -0.380765 0.376426
2.22624 0.710695 -0.380765 0.376426,0.895773 1.33455 1.0177 1.08001,-102.362,2.22657 0.710736 -0.335529 0.376325
2.22657 0.710736 -0.335529 0.376325,0.905444 1.35212 1.0192 1.05812,-102.38,2.2269 0.71078 -0.290297 0.376255
2.2269 0.71078 -0.290297 0.376255,0.887903 1.33912 1.03454 1.06206,-102.4,2.22721 0.710829 -0.245593 0.376153
2.22721 0.710829 -0.245593 0.376153,0.925905 1.35263 1.06103 1.02466,-102.421,2.22752 0.710881 -0.200715 0.376199
2.22752 0.710881 -0.200715 0.376199,0.909218 1.36227 1.09023 1.00352,-102.444,2.22782 0.710937 -0.155837 0.376245
2.22782 0.710937 -0.155837 0.376245,0.904732 1.34695 1.05714 1.03589,-102.468,2.2281 0.710997 -0.11116 0.376217
2.2281 0.710997 -0.11116 0.376217,0.90421 1.33012 1.04368 1.03428,-102.494,2.22838 0.711059 -0.0666906 0.376078
2.22838 0.711059 -0.0666906 0.376078,0.914869 1.30164 1.02894 0.999292,-102.521,2.22864 0.711125 -0.0220761 0.375716
2.22864 0.711125 -0.0220761 0.375716,0.945796 1.29807 1.00608 0.963672,-102.549,2.22889 0.711194 0.0235768 0.375275
2.22889 0.711194 0.0235768 0.375275,0.989994 1.27052 0.965793 0.940902,-102.578,2.22912 0.711266 0.0710212 0.374709
2.22912 0.711266 0.0710212 0.374709,1.00461 1.22328 0.967045 0.974774,-102.609,2.22934 0.71134 0.119388 0.374196
2.22934 0.71134 0.119388 0.374196,1.01144 1.19102 0.994071 0.986655,-102.64,2.22955 0.711417 0.167916 0.373771
2.22955 0.711417 0.167916 0.373771,0.960586 1.19004 1.01824 0.972371,-102.673,2.22973 0.711496 0.21594 0.373235
2.22973 0.711496 0.21594 0.373235,0.950711 1.19555 1.0271 0.990758,-102.706,2.22991 0.711578 0.263172 0.372821
2.22991 0.711578 0.263172 0.372821,0.963717 1.17484 1.02482 0.996394,-102.74,2.23006 0.711661 0.309567 0.372424
2.23006 0.711661 0.309567 0.372424,0.976296 1.18302 1.04429 1.02653,-102.775,2.23021 0.711746 0.354892 0.372303
2.23021 0.711746 0.354892 0.372303,0.969853 1.1942 1.06467 1.03783,-102.81,2.23033 0.711832 0.398954 0.372318
2.23033 0.711832 0.398954 0.372318,0.982543 1.20377 1.06174 1.03968,-102.846,2.23044 0.711919 0.442106 0.372405
2.23044 0.711919 0.442106 0.372405,0.970068 1.24876 1.07551 1.01227,-102.883,2.23054 0.712008 0.484907 0.372551
2.23054 0.712008 0.484907 0.372551,0.940769 1.2093 1.05798 1.03946,-102.92,2.23062 0.712098 0.526558 0.37248
2.23062 0.712098 0.526558 0.37248,0.94893 1.20465 1.05092 1.06039,-102.957,2.23068 0.712188 0.567042 0.372475
2.23068 0.712188 0.567042 0.372475,0.977495 1.23153 1.06892 1.06397,-102.994,2.23073 0.712279 0.606803 0.372738
2.23073 0.712279 0.606803 0.372738,0.95616 1.22801 1.10916 1.06169,-103.032,2.23077 0.71237 0.645234 0.373025
2.23077 0.71237 0.645234 0.373025,0.942937 1.22776 1.08093 1.02335,-103.07,2.23079 0.712462 0.682991 0.373012
2.23079 0.712462 0.682991 0.373012,0.930012 1.21181 1.09245 1.04617,-103.108,2.2308 0.712554 0.719456 0.373019
2.2308 0.712554 0.719456 0.373019,0.950761 1.18338 1.10286 1.03541,-103.145,2.2308 0.712645 0.75464 0.372997
2.2308 0.712645 0.75464 0.372997,0.949939 1.15161 1.09798 0.976449,-103.183,2.23078 0.712737 0.788958 0.372643
2.23078 0.712737 0.788958 0.372643,0.94115 1.15198 1.06628 0.968046,-103.221,2.23075 0.712828 0.822801 0.372149
2.23075 0.712828 0.822801 0.372149,0.976304 1.1251 1.07438 0.949817,-103.258,2.23071 0.712919 0.856392 0.371687
2.23071 0.712919 0.856392 0.371687,0.983225 1.10769 1.06127 0.911646,-103.295,2.23065 0.713009 0.890178 0.371048
2.23065 0.713009 0.890178 0.371048,1.0023 1.12201 1.07637 0.896637,-103.332,2.23059 0.713098 0.924497 0.370576
2.23059 0.713098 0.924497 0.370576,1.02115 1.18071 1.06935 0.892433,-103.369,2.23051 0.713187 0.960252 0.37037
2.23051 0.713187 0.960252 0.37037,1.01714 1.14886 1.08164 0.922626,-103.405,2.23042 0.713274 0.996523 0.370205
2.23042 0.713274 0.996523 0.370205,1.02181 1.14031 1.06283 0.928403,-103.441,2.23032 0.713361 1.03337 0.369993
2.23032 0.713361 1.03337 0.369993,1.03899 1.14159 1.09888 0.977771,-103.477,2.23021 0.713447 1.07005 0.370159
2.23021 0.713447 1.07005 0.370159,1.05391 1.14011 1.10613 0.982009,-103.512,2.23008 0.713532 1.1066 0.370397
2.23008 0.713532 1.1066 0.370397,1.08957 1.10502 1.08968 0.963138,-103.547,2.22994 0.713615 1.1434 0.370497
2.22994 0.713615 1.1434 0.370497,1.06791 1.09496 1.10791 0.957394,-103.581,2.22979 0.713697 1.17996 0.370522
2.22979 0.713697 1.17996 0.370522,1.0304 1.08112 1.13977 0.977453,-103.615,2.22963 0.713778 1.21522 0.370547
2.22963 0.713778 1.21522 0.370547,1.03253 1.07637 1.14526 0.979119,-103.648,2.22946 0.713858 1.24917 0.370585
2.22946 0.713858 1.24917 0.370585,1.03983 1.0682 1.12292 0.956658,-103.68,2.22928 0.713936 1.28234 0.370463
2.22928 0.713936 1.28234 0.370463,1.02646 1.04163 1.12735 0.956259,-103.712,2.22909 0.714013 1.31432 0.370225
2.22909 0.714013 1.31432 0.370225,1.02682 1.01979 1.12241 0.946298,-103.744,2.2289 0.714088 1.34512 0.36988
2.2289 0.714088 1.34512 0.36988,1.02875 1.02361 1.14588 0.948579,-103.774,2.22869 0.714162 1.37459 0.369672
2.22869 0.714162 1.37459 0.369672,1.00948 0.99169 1.10475 0.938814,-103.804,2.22848 0.714234 1.40281 0.369126
2.22848 0.714234 1.40281 0.369126,0.983437 0.998855 1.15011 0.946454,-103.834,2.22826 0.714305 1.42908 0.368741
2.22826 0.714305 1.42908 0.368741,0.971831 1.03035 1.15413 0.956855,-103.863,2.22804 0.714374 1.45356 0.368506
2.22804 0.714374 1.45356 0.368506,0.983881 1.02366 1.15216 0.926301,-103.892,2.22781 0.714442 1.47674 0.368194
2.22781 0.714442 1.47674 0.368194,0.981589 1.0234 1.19507 0.924915,-103.92,2.22758 0.71451 1.49821 0.368043
2.22758 0.71451 1.49821 0.368043,1.00443 1.00829 1.18586 0.942424,-103.947,2.22734 0.714576 1.51802 0.367959
2.22734 0.714576 1.51802 0.367959,0.998972 1.00439 1.17114 0.949421,-103.974,2.22709 0.714641 1.53624 0.367822
2.22709 0.714641 1.53624 0.367822,1.00691 1.01534 1.15669 0.947248,-104.001,2.22685 0.714705 1.55329 0.367704
2.22685 0.714705 1.55329 0.367704,1.00965 1.00407 1.15806 0.908014,-104.028,2.2266 0.714768 1.56951 0.367434
2.2266 0.714768 1.56951 0.367434,0.980053 0.945253 1.17476 0.901057,-104.054,2.22635 0.71483 1.5839 0.366913
2.22635 0.71483 1.5839 0.366913,0.970576 0.930502 1.176 0.905359,-104.08,2.2261 0.714892 1.5962 0.366367
2.2261 0.714892 1.5962 0.366367,0.955569 0.924515 1.16031 0.931422,-104.105,2.22584 0.714953 1.60613 0.365828
2.22584 0.714953 1.60613 0.365828,0.983415 0.943385 1.1449 0.923594,-104.131,2.22559 0.715014 1.61447 0.365412
2.22559 0.715014 1.61447 0.365412,0.991242 0.960142 1.20084 0.892279,-104.156,2.22533 0.715074 1.62125 0.365199
2.22533 0.715074 1.62125 0.365199,1.01025 0.939805 1.19913 0.874476,-104.181,2.22508 0.715135 1.62669 0.36493
2.22508 0.715135 1.62669 0.36493,1.00799 0.940057 1.18111 0.886141,-104.206,2.22482 0.715195 1.63084 0.364654
2.22482 0.715195 1.63084 0.364654,1.01692 0.94332 1.20915 0.858794,-104.232,2.22457 0.715255 1.63384 0.364443
2.22457 0.715255 1.63384 0.364443,1.02978 0.962776 1.1856 0.888978,-104.257,2.22431 0.715315 1.63597 0.364384
2.22431 0.715315 1.63597 0.364384,1.03415 0.960375 1.16971 0.879881,-104.282,2.22406 0.715375 1.63751 0.36425
2.22406 0.715375 1.63751 0.36425,1.06943 0.981147 1.19833 0.846363,-104.308,2.22381 0.715436 1.63912 0.364303
2.22381 0.715436 1.63912 0.364303,1.10432 0.960491 1.18206 0.840476,-104.333,2.22356 0.715497 1.64116 0.364325
2.22356 0.715497 1.64116 0.364325,1.09582 0.987175 1.17443 0.856801,-104.359,2.22331 0.715557 1.64375 0.364438
2.22331 0.715557 1.64375 0.364438,1.10217 0.966433 1.17147 0.830448,-104.384,2.22306 0.715618 1.64703 0.364391
2.22306 0.715618 1.64703 0.364391,1.11151 0.958975 1.14836 0.858645,-104.41,2.22281 0.715679 1.65098 0.364372
2.22281 0.715679 1.65098 0.364372,1.12111 0.979303 1.15235 0.841729,-104.435,2.22256 0.715739 1.65603 0.364414
2.22256 0.715739 1.65603 0.364414,1.11026 0.957181 1.16083 0.81856,-104.461,2.22231 0.7158 1.66198 0.364286
2.22231 0.7158 1.66198 0.364286,1.11235 0.933413 1.15092 0.811733,-104.486,2.22206 0.715861 1.66878 0.364036
2.22206 0.715861 1.66878 0.364036,1.12078 0.928187 1.14023 0.786561,-104.512,2.22181 0.715921 1.67682 0.363692
2.22181 0.715921 1.67682 0.363692,1.1154 0.900234 1.17005 0.817333,-104.537,2.22156 0.715981 1.68511 0.363468
2.22156 0.715981 1.68511 0.363468,1.13069 0.882137 1.20227 0.792405,-104.562,2.22131 0.71604 1.69351 0.363278
2.22131 0.71604 1.69351 0.363278,1.13919 0.896647 1.2186 0.76418,-104.587,2.22106 0.7161 1.70242 0.363141
2.22106 0.7161 1.70242 0.363141,1.14612 0.88761 1.22749 0.752732,-104.613,2.22081 0.716159 1.71181 0.362999
2.22081 0.716159 1.71181 0.362999,1.13701 0.903922 1.21811 0.77041,-104.638,2.22056 0.716218 1.72167 0.362921
2.22056 0.716218 1.72167 0.362921,1.10082 0.933223 1.21761 0.779312,-104.662,2.2203 0.716277 1.73184 0.362855
2.2203 0.716277 1.73184 0.362855,1.09881 0.946832 1.2338 0.795436,-104.687,2.22005 0.716336 1.74208 0.362946
2.22005 0.716336 1.74208 0.362946,1.1023 0.95405 1.26152 0.769496,-104.712,2.2198 0.716394 1.75249 0.363073
2.2198 0.716394 1.75249 0.363073,1.09106 0.96443 1.26327 0.766411,-104.736,2.21954 0.716452 1.76307 0.363183
2.21954 0.716452 1.76307 0.363183,1.11441 0.930221 1.26838 0.763088,-104.761,2.21928 0.71651 1.77369 0.363252
2.21928 0.71651 1.77369 0.363252,1.10935 0.958478 1.27504 0.751659,-104.785,2.21903 0.716568 1.78463 0.363381
2.21903 0.716568 1.78463 0.363381,1.10728 0.966772 1.2908 0.750535,-104.809,2.21877 0.716625 1.79581 0.363571
2.21877 0.716625 1.79581 0.363571,1.09479 0.947541 1.29422 0.738316,-104.834,2.21851 0.716682 1.80698 0.363607
2.21851 0.716682 1.80698 0.363607,1.10616 0.93295 1.2862 0.732436,-104.858,2.21825 0.716739 1.81824 0.36358
2.21825 0.716739 1.81824 0.36358,1.09771 0.981405 1.29266 0.778626,-104.882,2.21799 0.716795 1.82947 0.363876
2.21799 0.716795 1.82947 0.363876,1.11338 0.974103 1.28662 0.776474,-104.905,2.21772 0.716851 1.84084 0.364151
2.21772 0.716851 1.84084 0.364151,1.13753 0.990114 1.32307 0.75469,-104.929,2.21746 0.716907 1.85262 0.364594
2.21746 0.716907 1.85262 0.364594,1.12921 0.96435 1.3249 0.73996,-104.953,2.21719 0.716963 1.86457 0.36484
2.21719 0.716963 1.86457 0.36484,1.09775 0.992894 1.29014 0.727299,-104.976,2.21692 0.717018 1.87716 0.364892
2.21692 0.717018 1.87716 0.364892,1.10415 0.964151 1.25802 0.715171,-104.999,2.21665 0.717073 1.8906 0.364709
2.21665 0.717073 1.8906 0.364709,1.10716 0.938597 1.24619 0.711458,-105.022,2.21638 0.717127 1.90481 0.364408
2.21638 0.717127 1.90481 0.364408,1.12343 0.960853 1.25698 0.733563,-105.045,2.21611 0.71718 1.91981 0.364378
2.21611 0.71718 1.91981 0.364378,1.09993 1.00847 1.227 0.710718,-105.068,2.21584 0.717233 1.93641 0.364251
2.21584 0.717233 1.93641 0.364251,1.11001 0.995801 1.24824 0.721553,-105.09,2.21556 0.717285 1.95418 0.364237
2.21556 0.717285 1.95418 0.364237,1.12664 1.02925 1.25163 0.751623,-105.112,2.21528 0.717337 1.97327 0.364512
2.21528 0.717337 1.97327 0.364512,1.12254 1.04849 1.28566 0.746103,-105.133,2.21499 0.717387 1.99349 0.364918
2.21499 0.717387 1.99349 0.364918,1.13158 1.06787 1.32857 0.745625,-105.154,2.2147 0.717436 2.01465 0.365538
2.2147 0.717436 2.01465 0.365538,1.10529 1.04968 1.3168 0.724443,-105.175,2.21441 0.717484 2.03659 0.365842
